Experiment,AssayBlock,AssayDate,ExperimentalTreatment,Line,AssayHost,Frequency,CommonHost,Rep,Counter,Live,Total,Mortality,Ancestral,AncSE,DiffAnc,PropChange
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,1,,45,149,0.697986577,0.682326622,0.051132151,0.01566,0.02295082
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,2,,82,149,0.44966443,0.682326622,0.051132151,-0.232662,-0.340983607
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,3,,42,149,0.718120805,0.682326622,0.051132151,0.035794,0.052459016
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,4,,51,149,0.657718121,0.682326622,0.051132151,-0.024609,-0.036065574
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,5,,48,149,0.677852349,0.682326622,0.051132151,-0.004474,-0.006557377
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,6,,17,149,0.88590604,0.682326622,0.051132151,0.203579,0.298360656
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,1,,64,149,0.570469799,0.682326622,0.051132151,-0.111857,-0.163934426
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,2,,61,149,0.590604027,0.682326622,0.051132151,-0.091723,-0.13442623
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,3,,30,149,0.798657718,0.682326622,0.051132151,0.116331,0.170491803
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,4,,43,149,0.711409396,0.682326622,0.051132151,0.029083,0.042622951
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,6,,41,149,0.724832215,0.682326622,0.051132151,0.042506,0.062295082
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,1,,36,149,0.758389262,0.682326622,0.051132151,0.076063,0.11147541
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,2,,65,149,0.563758389,0.682326622,0.051132151,-0.118568,-0.173770492
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,3,,39,149,0.738255034,0.682326622,0.051132151,0.055928,0.081967213
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,4,,84,149,0.436241611,0.682326622,0.051132151,-0.246085,-0.360655738
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,5,,39,149,0.738255034,0.682326622,0.051132151,0.055928,0.081967213
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,6,,29,149,0.805369128,0.682326622,0.051132151,0.123043,0.180327869
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,1,,56,149,0.624161074,0.682326622,0.051132151,-0.058166,-0.085245902
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,2,,57,149,0.617449664,0.682326622,0.051132151,-0.064877,-0.095081967
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,3,,64,149,0.570469799,0.682326622,0.051132151,-0.111857,-0.163934426
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,4,,99,149,0.33557047,0.682326622,0.051132151,-0.346756,-0.508196721
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,6,,32,149,0.785234899,0.682326622,0.051132151,0.102908,0.150819672
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,1,,71,149,0.523489933,0.682326622,0.051132151,-0.158837,-0.232786885
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,2,,45,149,0.697986577,0.682326622,0.051132151,0.01566,0.02295082
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,3,,61,149,0.590604027,0.682326622,0.051132151,-0.091723,-0.13442623
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,4,,84,149,0.436241611,0.682326622,0.051132151,-0.246085,-0.360655738
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,5,,33,149,0.77852349,0.682326622,0.051132151,0.096197,0.140983606
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,6,,68,149,0.543624161,0.682326622,0.051132151,-0.138702,-0.203278689
